0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.742295164033653437e-05,8.887296163953423145e-03,8.839095919236969467e-03
1.798285988538795850e-04,1.755183370411808955e-02,1.736974436588971382e-02
4.373943523414136614e-04,2.641095287260613114e-02,2.596650621243611762e-02
7.466745794254764715e-04,3.518961492620241438e-02,3.444081404340657016e-02
1.136200486908634909e-03,4.401667148465384510e-02,4.286816434475550913e-02
1.644193990109153909e-03,5.302369920425616112e-02,5.138080717573347694e-02
2.298883934177576270e-03,6.213768157793257002e-02,5.985036166785406148e-02
3.029659658483254553e-03,7.120600698345144752e-02,6.817208350848340259e-02
3.849459501522212168e-03,8.031836175482724716e-02,7.648178485219085665e-02
4.777511175392715886e-03,8.950937488850477242e-02,8.473007258265503883e-02
5.817864253651481611e-03,9.893168441959990234e-02,9.309939205686799946e-02
6.955078851163544983e-03,1.082343480533370234e-01,1.013293165021240394e-01
8.226825863486900148e-03,1.175432973454736268e-01,1.093699383829858096e-01
9.519502711000537090e-03,1.270192268317810735e-01,1.175429005221554218e-01
1.104289963158497541e-02,1.366000292459332022e-01,1.256489395547598920e-01
1.266609097067197473e-02,1.463541125251766883e-01,1.337805889146952421e-01
1.432104787459255978e-02,1.558327683053621349e-01,1.416206667265314523e-01
1.609019685080465695e-02,1.656018260617218019e-01,1.496154234876510836e-01
1.797920966786100555e-02,1.751638761597476834e-01,1.573629889646632196e-01
2.001298331392196983e-02,1.850540142089883711e-01,1.652490219986326725e-01
2.219986481817116247e-02,1.950017141017537370e-01,1.730062106888508588e-01
2.435584377469391174e-02,2.049775384652215426e-01,1.808967364934251365e-01
2.669190454859723255e-02,2.149412164419635118e-01,1.886411813687794425e-01
2.913319154534385266e-02,2.252102455714390938e-01,1.964775665258294557e-01
3.177589836568427833e-02,2.354828625765703620e-01,2.042216767513047315e-01
3.449811794225300654e-02,2.458078564729244964e-01,2.118470779893451561e-01
3.730720024768174187e-02,2.560071196821070427e-01,2.192930942374165526e-01
4.024349413350743199e-02,2.663323365971616008e-01,2.268268305387904082e-01
4.339704264159172098e-02,2.769750381012029972e-01,2.343349861144558011e-01
4.671080421426544033e-02,2.877719772431154288e-01,2.418077560351101774e-01
5.013242158273934629e-02,2.984608246800163900e-01,2.490901246503900990e-01
5.357592268051596801e-02,3.089526730230197082e-01,2.562720273480546540e-01
5.724928767387965634e-02,3.197606580311991853e-01,2.634616792322354573e-01
6.098310156499488210e-02,3.308058600262254734e-01,2.707644075973876241e-01
6.492523845201611521e-02,3.417432865823700205e-01,2.779249348926287055e-01
6.902284468620865920e-02,3.530571383000887242e-01,2.851900187326594227e-01
7.311254135794320597e-02,3.642761432760378559e-01,2.923603611281535009e-01
7.742207499941806959e-02,3.756070230297944845e-01,2.995728966662647430e-01
8.192192029218503535e-02,3.871301005887022306e-01,3.066264623483616059e-01
8.649612195050550290e-02,3.984235146767269864e-01,3.135485149286685314e-01
9.118558921775814230e-02,4.099492456105017224e-01,3.205433767518613419e-01
9.597528511573247267e-02,4.215961512957991930e-01,3.275063733532302956e-01
1.009180176082486863e-01,4.332738766420881071e-01,3.343785386443989260e-01
1.059075363385986318e-01,4.450421079331146612e-01,3.413138543713022388e-01
1.110661979811793793e-01,4.566625644651303717e-01,3.479949461878855121e-01
1.164857750579181978e-01,4.686734653423478281e-01,3.547576598093361011e-01
1.218896092315248647e-01,4.804188992107343292e-01,3.613705544985499341e-01
1.279374321391566482e-01,4.931004084542542909e-01,3.680669035415161106e-01
1.336424773342033689e-01,5.055920922341391455e-01,3.750499232529561078e-01
1.397411182511134609e-01,5.181995242055198458e-01,3.818091640520665520e-01
1.456928757938956986e-01,5.306181226649810956e-01,3.885797596466614712e-01
1.520850760503416887e-01,5.434466831225159833e-01,3.952016797520565561e-01
1.586403756793063058e-01,5.565159197703706262e-01,4.019418403356147529e-01
1.654067322611319502e-01,5.696680377571184950e-01,4.085327296399504649e-01
1.722665916357309646e-01,5.826474118087808796e-01,4.150296759744172559e-01
1.791081503485035809e-01,5.957875212600872716e-01,4.215106140683034242e-01
1.861754887901451716e-01,6.090280985566126626e-01,4.279752315340718538e-01
1.935503621291542464e-01,6.227894670596728632e-01,4.345616771143659407e-01
2.011617954553367726e-01,6.364429323722321508e-01,4.409007982629702393e-01
2.088827117944515588e-01,6.500502656868595297e-01,4.471058688713281937e-01
2.168309282336323418e-01,6.642420756944411586e-01,4.536714722758112828e-01
2.248213614949217398e-01,6.783865567664165708e-01,4.601393928101028541e-01
2.327556594914243770e-01,6.922137883607963893e-01,4.665057910284970966e-01
2.412917028388614493e-01,7.066290324932545941e-01,4.728884319334595854e-01
2.498140247334326158e-01,7.209346251283148543e-01,4.790556189129426823e-01
2.583191519976854034e-01,7.353559225707768654e-01,4.853541637666342612e-01
2.669472850324106639e-01,7.499151641660631862e-01,4.916252639536503599e-01
2.757582468124341601e-01,7.641984076082087851e-01,4.978029019290151069e-01
2.848267669857461049e-01,7.791313724024145904e-01,5.043415530842865202e-01
2.943329326288244285e-01,7.942694068687257136e-01,5.104150214708059741e-01
3.038018470872675403e-01,8.095343813542471567e-01,5.167484243270075162e-01
3.135684158187426740e-01,8.248432685746180937e-01,5.229646865104873310e-01
3.233136464019425449e-01,8.401894922067325577e-01,5.290725904333891672e-01
3.333447358648497505e-01,8.555673605110083457e-01,5.351284769509475625e-01
3.435865180708440048e-01,8.712173970443671811e-01,5.410569946418356535e-01
3.540402424584975782e-01,8.872115940296728676e-01,5.470185889902113852e-01
3.646447819829793380e-01,9.029100371539023895e-01,5.528618556403981366e-01
3.753562996182978617e-01,9.190768287475216125e-01,5.588846335795681908e-01
3.861192486669798862e-01,9.347876696878358871e-01,5.646278698197342294e-01
3.970674338227336286e-01,9.507067327545928315e-01,5.704687082426167510e-01
4.083297951651359003e-01,9.667474029855410711e-01,5.762576422037178903e-01
4.196661534256814763e-01,9.831550756006069980e-01,5.820422845939352552e-01
4.312231623252942847e-01,9.994196004794583255e-01,5.877100161440254045e-01
4.428108536358824066e-01,1.016018055961550814e+00,5.936053521400015409e-01
4.547950058040963195e-01,1.032749557689039532e+00,5.993035581461252370e-01
4.669293624883055771e-01,1.049626288053563616e+00,6.051911481894308720e-01
4.793061497631309065e-01,1.066636819153937932e+00,6.108559893922693718e-01
4.922223755031654990e-01,1.083769119241195122e+00,6.164082136932569345e-01
5.052173083859154978e-01,1.101386504030717584e+00,6.218732461879749041e-01
5.181646731424583985e-01,1.118977530069896087e+00,6.274326852286007394e-01
5.315387440617739268e-01,1.136888570022820399e+00,6.332794119036040392e-01
5.445717668143249535e-01,1.154187527703209204e+00,6.389381719449702679e-01
5.580073598560478798e-01,1.172599249241205177e+00,6.446821289008271005e-01
5.717480255277330725e-01,1.190371637614241029e+00,6.503678064031122030e-01
5.857149009733594314e-01,1.208640224108446404e+00,6.560991213581098824e-01
6.001146846431005821e-01,1.227130717595055875e+00,6.614216668747227024e-01
6.146632999573080625e-01,1.245703378691123353e+00,6.668342619644803682e-01
6.293750958803757678e-01,1.264481780302936675e+00,6.725110014871830133e-01
6.441702169318778148e-01,1.283281225630172884e+00,6.780606743515817936e-01
6.596331384005932330e-01,1.302687591038734549e+00,6.834338411200230334e-01
6.748025394930389220e-01,1.321953101215243009e+00,6.891102196107907751e-01
6.906163720974561882e-01,1.341129424606413156e+00,6.947642413214377699e-01
7.061999463557429024e-01,1.360311816419042419e+00,7.002012277713373090e-01
7.221576573738419658e-01,1.380171346487636841e+00,7.058203646146055110e-01
7.381304874853035214e-01,1.400060614197040199e+00,7.110317611200684951e-01
7.545226881896491822e-01,1.420347177087190271e+00,7.166095486876253862e-01
7.709631230871010210e-01,1.440730421531722039e+00,7.221992517745293716e-01
7.880897358413776477e-01,1.461336010953699471e+00,7.274622321923548407e-01
8.051394960127569167e-01,1.481987605291390953e+00,7.329412521337880237e-01
8.222099255565952225e-01,1.502865120733903437e+00,7.384031815267005916e-01
8.393979729175952142e-01,1.523238827508244020e+00,7.440254130392426335e-01
8.571932861944040472e-01,1.543999527766446223e+00,7.493249974957811865e-01
8.750632144305806603e-01,1.564971761360577585e+00,7.547282181922325695e-01
8.935646995092689782e-01,1.586431304320833124e+00,7.600797102504246450e-01
9.120098923086105147e-01,1.607428786241551721e+00,7.652533645844248333e-01
9.305124435885744338e-01,1.628799906105584006e+00,7.703367373172664845e-01
9.498406195251274386e-01,1.651366827593105935e+00,7.757231211099391288e-01
9.692110428003086753e-01,1.673852793783029425e+00,7.809436656555880374e-01
9.886940870691967032e-01,1.696338410901320204e+00,7.862638197928445427e-01
1.009011475281121450e+00,1.719314975104098364e+00,7.914302587064881989e-01
1.028332860271377713e+00,1.741576075012730040e+00,7.966198364437110380e-01
1.048282036924166327e+00,1.763829765841014474e+00,8.015679605209801162e-01
1.068918968677046388e+00,1.786442418128407095e+00,8.067509271528988668e-01
1.089540481989788701e+00,1.809647896612813334e+00,8.119041829506591368e-01
1.110725315079977848e+00,1.833343715627568038e+00,8.174128014825985389e-01
1.131903488686955672e+00,1.856476116273356736e+00,8.223297389600084939e-01
1.152652494357695012e+00,1.878752431287747937e+00,8.273204506000825242e-01
1.174703161710609178e+00,1.903097101502578825e+00,8.327355564792944254e-01
1.196650175045156361e+00,1.927231906206300138e+00,8.378835317211189571e-01
1.218990049996496738e+00,1.951268196576157132e+00,8.428686608976416750e-01
1.241605995063968404e+00,1.975618899136125428e+00,8.476615909192859455e-01
1.264942545460299161e+00,2.000938544758320337e+00,8.526931197934023432e-01
1.287981353340886592e+00,2.025553921796930279e+00,8.578582139147016283e-01
1.311602521421393552e+00,2.050730044235268057e+00,8.628903650997203911e-01
1.335075053887545105e+00,2.075637579504703734e+00,8.679104858563330138e-01
1.358739407135391319e+00,2.100869609063651389e+00,8.732282004650269158e-01
1.382990266741638496e+00,2.126521683199139368e+00,8.783655819183279201e-01
1.406923104095562760e+00,2.151608484907485686e+00,8.832229699127259748e-01
1.431253777903121138e+00,2.177151033033567717e+00,8.880844297718960556e-01
1.456427225694464145e+00,2.203522125790761788e+00,8.929530738932979217e-01
1.481468141592556131e+00,2.229254899745108265e+00,8.979011901230414816e-01
1.507516741922682479e+00,2.256302468464490119e+00,9.029390551035665347e-01
1.533120532614844489e+00,2.282199338234339070e+00,9.080478433169710817e-01
1.559339841816080208e+00,2.309396733451521300e+00,9.130646732997687032e-01
1.585218641970221221e+00,2.335835390791649591e+00,9.175532817942796404e-01
1.612172480315263723e+00,2.363511061788510670e+00,9.222809040292463401e-01
1.639421138308014170e+00,2.391641841845284056e+00,9.272743164051721054e-01
1.666442278638510910e+00,2.418670074647852886e+00,9.321497683335036033e-01
1.694903598354823071e+00,2.447028819261348520e+00,9.370985133609197604e-01
1.723271592707167787e+00,2.475799533459585700e+00,9.419229950763665649e-01
1.751697211353750783e+00,2.503509489659577092e+00,9.467496509126688276e-01
1.779746107335953509e+00,2.532088671483943898e+00,9.517848908842989619e-01
1.808976866413336548e+00,2.561137312593855242e+00,9.567915838510430149e-01
1.838409813454592534e+00,2.590292321025393640e+00,9.618140551743598055e-01
1.867404311077844214e+00,2.618832981832996953e+00,9.670498468061121677e-01
1.897551006756490910e+00,2.648788122863194427e+00,9.720839068384700132e-01
1.927853089588141611e+00,2.678468203958754845e+00,9.774273842217372499e-01
1.958943703884038268e+00,2.708295116202202646e+00,9.821519830075401414e-01
1.989671411649416743e+00,2.738866807406144854e+00,9.871019344128654227e-01
2.021613030796083343e+00,2.770248773535231024e+00,9.918385570975133403e-01
2.053112311693485736e+00,2.800621186968317300e+00,9.966685657804468246e-01
2.084577261311628238e+00,2.830621721694110082e+00,1.001372744283210547e+00
2.116799882840102232e+00,2.861190664354151814e+00,1.005746137008032282e+00
2.148985843205879931e+00,2.891550721954376790e+00,1.010867717448240111e+00
2.181972845156026075e+00,2.923862342461182262e+00,1.015829430070205985e+00
2.214694271844976026e+00,2.954373591505000896e+00,1.020844755199256104e+00
2.247635987757147902e+00,2.985118306048750281e+00,1.025327530596937375e+00
2.281967668606645905e+00,3.018024622626108044e+00,1.030322606484238346e+00
2.316857464065006145e+00,3.050736594758010511e+00,1.035212960849825059e+00
2.351447878380729328e+00,3.083079396994287791e+00,1.039827341809279604e+00
2.386265861761560636e+00,3.115505317538352248e+00,1.044888340332178256e+00
2.422296084344045752e+00,3.149382092319421123e+00,1.049881318607769565e+00
2.457781369563014628e+00,3.182562195708397379e+00,1.054666629087625429e+00
2.494652130850647076e+00,3.216401656999632319e+00,1.059693979107652506e+00
2.530380478862230387e+00,3.249194834442617807e+00,1.064383107555023189e+00
2.567961401659549558e+00,3.283879252172181129e+00,1.069478678334061739e+00
2.605087373956702645e+00,3.318581119692886272e+00,1.074295921050287816e+00
2.643403378129614900e+00,3.354075673250986878e+00,1.079037716002956060e+00
2.681403566457819743e+00,3.389152617984257709e+00,1.084277702226309481e+00
2.719688444903936464e+00,3.424599264266803722e+00,1.089151025632044467e+00
2.757875794171792627e+00,3.458198385111710405e+00,1.093763830964215922e+00
2.797632126838920374e+00,3.495138799323408652e+00,1.098757617941000353e+00
2.838636340318364315e+00,3.531987725513452414e+00,1.104019320433021090e+00
2.878996974956225419e+00,3.568487427528896472e+00,1.108982753402603105e+00
2.919607287066608770e+00,3.605847768171000833e+00,1.113980756439600928e+00
2.959550458605138878e+00,3.641730298553107481e+00,1.118981556065577143e+00
3.001471358089690344e+00,3.679635797411381137e+00,1.123883835745775883e+00
3.044039734455866952e+00,3.718701327626188657e+00,1.128781053285266012e+00
3.086532062627217243e+00,3.757123576541183230e+00,1.133716142853999020e+00
3.128241015801509484e+00,3.794380128917757666e+00,1.138585666110480732e+00
3.171154089526222908e+00,3.832624947774426527e+00,1.143721459727424117e+00
3.215130538681519212e+00,3.872317154592512356e+00,1.148637023414626146e+00
3.259456203176154254e+00,3.911848843484877047e+00,1.153546699765944705e+00
3.304315119091293607e+00,3.951636588402605454e+00,1.158621778754483023e+00
3.349111435047777974e+00,3.991681356751068055e+00,1.163433163264739667e+00
3.395432009813141860e+00,4.033168718672591524e+00,1.168732171395462593e+00
3.441622676484205279e+00,4.074256429745049424e+00,1.173753740031812987e+00
3.487073933773634504e+00,4.114308626764962895e+00,1.178934931945656794e+00
3.535456180254348713e+00,4.156823295040060984e+00,1.183924896524373160e+00
3.583180829509010401e+00,4.198011658390706557e+00,1.189114398377039139e+00
3.631679644301363918e+00,4.239536274828443752e+00,1.194102860229841356e+00
3.678883277855381717e+00,4.279708286399503514e+00,1.199274311149260974e+00
3.728265054594812167e+00,4.322130319556903189e+00,1.203770003664353716e+00
3.777487184101432138e+00,4.364531455015296046e+00,1.208704841381500694e+00
3.826491049778254272e+00,4.407870817805817687e+00,1.213458849344762669e+00
3.876761774805364436e+00,4.451174281205275918e+00,1.218585022270307183e+00
3.927436849691138043e+00,4.495334450273889004e+00,1.224150503692677860e+00
3.978599455775722493e+00,4.539156284408816688e+00,1.229248844145826025e+00
4.029486745471485776e+00,4.582447435967819338e+00,1.234663892878359759e+00
4.081552030385063645e+00,4.627094816250390430e+00,1.239799384106564428e+00
4.133586864278831818e+00,4.670490992300051047e+00,1.245150027355031552e+00
4.187058039665696008e+00,4.715981874552125142e+00,1.250533571187240511e+00
4.240880298443322260e+00,4.761154071692666356e+00,1.255765318437049860e+00
4.294440385908499636e+00,4.806347104779092660e+00,1.260947360466882827e+00
4.349453374238752446e+00,4.852407881084285002e+00,1.266380897573967657e+00
4.404327158612930226e+00,4.897101478558115062e+00,1.271454678063288934e+00
4.459999834543989294e+00,4.944111690393258485e+00,1.277332885023795050e+00
